unique_id,ds,cutoff,y,Naive,SeasonalNaive,AutoETS,AutoARIMA,LightGBM,AutoNBEATS,AutoNHITS,TimeGPT
4_95,2012-07-20,2012-07-06,167769.06,175792.76,163241.85,172914.63743112856,172172.55185595917,171041.23277428898,168992.84,179490.97,162814.92
4_95,2012-07-27,2012-07-06,157244.61,175792.76,151115.36,172914.63743112856,161041.4400187655,158038.57101450668,176982.48,185011.81,165848.23
4_95,2012-08-03,2012-07-06,167250.67,175792.76,159259.22,172914.63743112856,169995.55980143443,170489.23037666632,167285.36,162428.69,169092.83
4_95,2012-08-10,2012-08-03,166720.93,167250.67,167571.2,165559.32232899198,175613.57274616562,172567.59156014162,162339.08,166107.44,171835.88
4_95,2012-08-17,2012-08-03,175362.48,167250.67,168722.92,165559.32232899198,177881.73231237158,167386.00944517276,166428.4,163360.06,164213.61
4_95,2012-08-24,2012-08-03,164984.73,167250.67,155105.39,165559.32232899198,164976.4389040132,170050.04926172798,165847.22,167221.47,166862.22
4_95,2012-08-31,2012-08-03,160200.2,167250.67,163045.62,165559.32232899198,173520.4570453323,182126.04434562943,163264.02,166761.08,166165.61
4_95,2012-09-07,2012-08-31,169708.19,160200.2,161286.24,164903.26771576022,166709.5403092393,169025.92953894948,168746.6,171307.55,173366.8
4_95,2012-09-14,2012-08-31,158167.74,160200.2,160298.69,164903.26771576022,163232.46750540947,166424.59952798096,165493.66,168890.45,163084.2
4_95,2012-09-21,2012-08-31,155205.17,160200.2,152195.84,164903.26771576022,155879.15595380313,171076.323791917,164286.97,190317.53,162857.7
4_95,2012-09-28,2012-08-31,150886.81,160200.2,146715.05,164903.26771576022,150172.69704859925,163924.7782395507,154994.86,155692.3,159077.7
4_95,2012-10-05,2012-09-28,157750.68,150886.81,161042.12,156540.59395504475,163672.04786704975,171186.46463918197,161392.97,158195.1,161470.92
4_95,2012-10-12,2012-09-28,152136.08,150886.81,150298.33,156540.59395504475,153425.01147580048,166129.9800265575,157898.69,157363.36,152594.2
4_95,2012-10-19,2012-09-28,154909.22,150886.81,157955.97,156540.59395504475,160922.60542245055,174772.4595798007,155493.6,159107.55,157691.53
4_95,2012-10-26,2012-09-28,145803.47,150886.81,142834.93,156540.59395504475,145853.1296964521,163541.70669807857,146954.8,148220.66,160298.58
